ProfileName,TransactionDate,TransactionAmount,TransactionNarrative,TransactionDescription,TransactionID,TransactionType,WalletReference
Card Campaign,1/12/2014 15:46,-3145,486554 PICK N' PAY        BOTSWANA      BW,DEDUCT,4.01242E+12,0,P_NzI0MDU0NzNfMTM4MTIzODY0MC4wNTIz
Card Campaign,1/12/2014 15:48,-10000,THAMAGA ATM               BWS           BW,DEDUCT,5.84012E+14,1,P_NzI0NTg3OTdfMTM4MzEzNTMyNS4wMzk3
Card Campaign,1/12/2014 15:49,-16000,Sunset Butchery 100343    Francistown   BW,DEDUCT,8.40126E+13,0,P_NzI4Njk3MTBfMTM4MTQ5MTEwNy4wNTMy
Card Campaign,1/12/2014 15:53,-5000,*MOGODITSHANE2            MOGODITHSANE  BW,DEDUCT,5.84013E+14,1,P_NzUyNzQwNDlfMTM4MzMxNTMwNC4xMzc1
Card Campaign,1/12/2014 15:54,-6000,*KAGISO ATM13             GABORONE      BW,DEDUCT,5.84013E+14,1,P_NzQ0Nzg2MjNfMTM4NjA2MTA2NC4yNTU=
Card Campaign,1/12/2014 15:55,-50000,MAHALAPYE BRANCH          BOTSWANA      BW,DEDUCT,3.84012E+14,1,P_NzQ0NDExNzFfMTM4NzI3NDgxMC42OTc5
Card Campaign,1/12/2014 15:59,-9550,Magos Pub       102862    Jwaneng       BW,DEDUCT,2.84013E+14,0,P_Nzc0OTg4MThfMTM4MTMyODQ1Ni43MTU4
Card Campaign,1/12/2014 16:02,-1000,Choppies Superst102145    Lobatse       BW,DEDUCT,8.40126E+13,0,P_NzY1NDkwMjNfMTM4NTEyOTU4MC45NDI2
Card Campaign,1/12/2014 16:07,-5000,*RAIL PARK MALL           GABORONE      BW,DEDUCT,3.84013E+14,1,P_NzIxNjIxMTRfMTM4MDk2MTY5Ny4zNTYx
Card Campaign,1/12/2014 16:07,-52790,639993 C N A AIRPORT JUNC BOTSWANA      BW,DEDUCT,1.64012E+14,0,P_NzIxMTI3NjZfMTM3NTcwMDA5MS41MjIx
Card Campaign,1/12/2014 16:09,-20000,*MAUN ENGEN               MAUN          BW,DEDUCT,3.84013E+14,1,P_NzY1MDgxNDdfMTM4NDc3NTIxNi4wNjk1
Card Campaign,1/12/2014 16:09,-15000,791604 BAKGATLA FILLING S BOTSWANA      BW,DEDUCT,8.40124E+13,0,P_NzI5ODY2NDVfMTM4NzI2ODkzMS43MDcz
Card Campaign,1/12/2014 16:10,-6690,Supa Save Mogodi100946    Gaborone      BW,DEDUCT,8.40126E+13,0,P_NzI1MzUzMDFfMTM4ODczMjgyNS44NjM5
Card Campaign,1/12/2014 16:11,-10000,CHOPPIES KANYE            JOHANNESBURG  BW,DEDUCT,3.04012E+14,1,P_NzY1NDY1MzRfMTM4NzI4NjgyNy42NzM1
Card Campaign,1/12/2014 16:11,-9455,Choppies Hyper R100256    Lobatse       BW,DEDUCT,2.84013E+14,0,P_Nzc0MDM2NjVfMTM3OTA2NzA4MC44Nzk5
Card Campaign,1/12/2014 16:12,-14998,582524 JET RAILWAYS ARIL  BOTSWANA      BW,DEDUCT,4.01244E+12,0,P_NzQzNjAxNTlfMTM4NjIzNjEzMS4wNzQ5
Card Campaign,1/12/2014 16:16,-20000,*TLOKWENG                 TLOKWENG      BW,DEDUCT,5.84013E+14,1,P_NzI2NTE1NjdfMTM3ODQ3NjU1Ni42MDky
Card Campaign,1/12/2014 16:16,-50000,BROADHURST INDUSTRIAL     BROADHURST    BW,DEDUCT,3.84012E+14,1,P_NzI0Nzg0MDhfMTM3ODk4NTM3Ny4yMDIz
Card Campaign,1/12/2014 16:16,-10000,PALM GROVE ATM            GABORONE      BW,DEDUCT,3.84012E+14,1,P_NzY5MTUzNDZfMTM4OTM1NTE2Ny4yNzY3
Card Campaign,1/12/2014 16:16,-10000,*TLOKWENG                 TLOKWENG      BW,DEDUCT,3.84013E+14,1,P_NzI2NTE1NjdfMTM3ODQ3NjU1Ni42MDky
Card Campaign,1/12/2014 11:55,-37582,*JDOREY STNGER            GABORE        BW,DEDUCT,4.75846E+14,1,P_NzI5MTc3u89FITTldfi7349yOS4wNjI4
Card Campaign,1/12/2014 16:20,-50000,*TONOTA                   FRANCISTOWN   BW,DEDUCT,5.84013E+14,1,P_NzI4Njk3MTBfMTM4MTQ5MTEwNy4wNTMy
Card Campaign,1/12/2014 16:22,-60000,PHAKALANE PUMA FILLIN     BOTSWANA      BW,DEDUCT,4.64012E+14,1,P_NzI3NzQ3MTNfMTM3NjY1NTQ5OC45MDQ3
Card Campaign,1/12/2014 16:24,-10000,NO MATHATA                GABORONE      BW,DEDUCT,5.84012E+14,1,P_NzIyNzI1OTBfMTM3OTQzMzA4Ny45Mzcz
Card Campaign,1/12/2014 16:25,-9000,*BDF GLEN VALLEY          GABORONE      BW,DEDUCT,3.84013E+14,1,P_NzQ0MzAyOTlfMTM4MTE2MTE3MC4xOTk4
Card Campaign,1/12/2014 16:25,-50000,SEROWE BRANCH             SEROWE        BW,DEDUCT,3.04012E+14,1,P_NzU3NTE5NDdfMTM4MTMyNDUyMi45NTc4
Card Campaign,1/12/2014 16:26,-30000,DINOS SHOPPERS            BOTSWANA      BW,DEDUCT,3.04012E+14,1,P_NzI1MTMxOTJfMTM4NjA2NzkwMi40OTYy
Card Campaign,1/12/2014 16:27,-10000,PALAPYE BRANCH ATM        PALAPYE       BW,DEDUCT,3.04012E+14,1,P_NzQ0MzI0MjVfMTM4NTk5MDgyNC4wMTM5
Card Campaign,1/12/2014 16:27,-20000,CAPITAL BANK              MOGODITSHANE  BW,DEDUCT,3.04013E+14,1,P_Nzc0MDE4MjhfMTM4MTQ4ODcxOS42NjQ0
Card Campaign,1/12/2014 16:28,-5135,Choppies Tlokwen102972    Lobatse       BW,DEDUCT,1.64013E+14,0,P_NzIyNTMyNjNfMTM4MDA5OTI3OS41OTI5
Card Campaign,1/12/2014 16:30,-22998,635736 MR PRICE HOME AIRP BOTSWANA      BW,DEDUCT,4.01245E+12,0,P_NzIxMTI3NjZfMTM3NTcwMDA5MS41MjIx
Card Campaign,1/12/2014 16:31,-15990,639973 EDGARS AIRPORT JUN BOTSWANA      BW,DEDUCT,2.84012E+14,0,P_NzIxMTQzMjJfMTM4MzIzNTc4MC44Mjgx
Card Campaign,1/12/2014 16:33,-5500,Linga Longa     102922    Gaborone      BW,DEDUCT,1.64013E+14,0,P_NzIyODQwNjlfMTM4OTM2MzI4MC4yMTIx
Card Campaign,1/12/2014 16:34,-20000,GAME CITY     _           GABORONE      BW,DEDUCT,4.64012E+14,1,P_NzI1NTMzNzlfMTM4OTI1MTIxMS4wNjYx
Card Campaign,1/12/2014 16:35,-15000,359173 PILANE SERVICE STA BOTSWANA      BW,DEDUCT,1.64012E+14,0,P_NzIzMDIyNTVfMTM4MzE0MzAzNC44MzUx
Card Campaign,1/12/2014 16:42,-7965,783497 MAFENYATLALA SUPER BOTSWANA      BW,DEDUCT,4.01246E+12,0,P_NzIzNDEyNTRfMTM4NzM2OTczMC41OTA3
Card Campaign,1/12/2014 17:00,-5000,*MOLEPOLOLE SPAR          MOLEPOLOLE    BW,DEDUCT,5.84013E+14,1,P_NzI3MzE2NTZfMTM4NTY0ODQxMC45Mjk4
Card Campaign,1/12/2014 17:01,-30000,THE SQUARE ATM            BOT           BW,DEDUCT,5.84012E+14,1,P_NzQ0MDE1OTBfMTM4MTg1MzQ2My4yNTc1
Card Campaign,1/12/2014 17:04,-10000,PALMGROOVE ATM            GABORONE      BW,DEDUCT,4.64013E+14,1,P_NzY1NTkxMDBfMTM3NjAzOTYxNC4yNA==
Card Campaign,1/12/2014 17:11,-2000,SEROWE BRANCH             SEROWE        BW,DEDUCT,4.64012E+14,1,P_NzI0MjczNzhfMTM4NzI4MjY4NC45NTMz
Card Campaign,1/12/2014 17:13,-30000,F'TOWN GAME               FRANCISTOWN   BW,DEDUCT,3.04012E+14,1,P_NzYzMTcyNTJfMTM4NDc3NTQyOS42NjQ0
Card Campaign,1/12/2014 17:21,-4000,*MOGODITSHANE2            MOGODITHSANE  BW,DEDUCT,4.64013E+14,1,P_NzYzNTgxNTdfMTM4NzQ1MTE5OS4yMjc=
Card Campaign,1/12/2014 17:23,-20000,DENMED HOUSE              GABERONE      BW,DEDUCT,3.04012E+14,1,P_NzI1MDQwNDdfMTM3OTQwNTc2NC4xNTc0
Card Campaign,1/12/2014 17:25,-5000,*SHELL SEBELE             GABORONE      BW,DEDUCT,4.64013E+14,1,P_NzI0NTgzMzZfMTM3ODEzNTAzOC4xMjcz
Card Campaign,1/12/2014 17:27,-10000,EASY PLAN RAILWAY         GABORONE      BW,DEDUCT,3.84012E+14,1,P_NzUxMTIyMTlfMTM4NzYyNTM4OS4yNDU4
Card Campaign,1/12/2014 17:31,-12000,670386 ENGEB MMOPANE      BOTSWANA      BW,DEDUCT,2.84012E+14,0,P_NzY5MTUzNDZfMTM4OTM1NTE2Ny4yNzY3
Card Campaign,1/12/2014 17:33,-10000,PALAPYE ENGEN CENTRE      PALAPYE       BW,DEDUCT,4.64012E+14,1,P_NzI1ODY4MzlfMTM4NDUwNjMwNC4wODcy
Card Campaign,1/12/2014 17:35,-1195,316207 CHOPPIES SUPER STO BOTSWANA      BW,DEDUCT,4.01249E+12,0,P_NzY0MDYwNDBfMTM4NzM3MTI4Mi40Nzcx
Card Campaign,1/12/2014 17:40,-5000,*MOGODITSHANE2            MOGODITHSANE  BW,DEDUCT,3.04013E+14,1,P_Nzc1ODU4MjBfMTM4NjI1OTQ2Ni4yMDky
Card Campaign,1/12/2014 17:42,-20000,BOKAMOSO HOSPITAL         JOHANNESBURG  BW,DEDUCT,3.84012E+14,1,P_Nzc1Mjg0NzdfMTM4NjE0NDEzNC44NTM2
Card Campaign,1/12/2014 17:44,-8000,SEROWE BRANCH             SEROWE        BW,DEDUCT,5.84012E+14,1,P_NzI0ODQyNjNfMTM3ODgxMzU5OS45MzU4
Card Campaign,1/12/2014 17:50,-30000,TRUWORTHS                 BOTSWANA      BW,DEDUCT,4.64012E+14,1,P_NzI0NDMyMjNfMTM3NjkyMjQ0NC41NjM4
Card Campaign,1/12/2014 17:53,-2470,Supa Save Mogodi100946    Gaborone      BW,DEDUCT,2.84013E+14,0,P_NzIyNjIwNzBfMTM4NzM3NzczMS42NzEz
Card Campaign,1/12/2014 17:54,-2000,GAME CITY     _           GABORONE      BW,DEDUCT,4.64013E+14,1,P_NzIyMzEyOTVfMTM4NzUzMDA0NS4xMzM5
Card Campaign,1/12/2014 17:55,-15490,782512 SUPA SAVE          BOTSWANA      BW,DEDUCT,8.40125E+13,0,P_NzI0NDI4MzhfMTM4MTE0Nzg4NS41ODM2
Card Campaign,1/12/2014 18:03,-5000,MOLEPOLOLE BRANCH 2       GABORONE      BW,DEDUCT,3.04013E+14,1,P_NzI4MzEzODhfMTM4NTk3NjgxNS42ODI5
Card Campaign,1/12/2014 18:05,-2000,*DARY SOUTHRING           GABORONE      BW,DEDUCT,4.64013E+14,1,P_NzQzMjA1MDVfMTM3Njg5OTgyMC42MTM4
Card Campaign,1/12/2014 18:08,-15000,*PHAKALANE                GABORONE      BW,DEDUCT,3.84013E+14,1,P_NzIxNjIzODdfMTM4Mjk2MDcyMy44MzA4
Card Campaign,1/12/2014 18:11,-8790,Choppies Namantl102433    Gaborone      BW,DEDUCT,2.84013E+14,0,P_NzQ4MjE4ODZfMTM4Njc3MjA3NC40NDMx
Card Campaign,1/12/2014 18:14,-10000,*GHANZI                   GHANZI        BW,DEDUCT,3.84013E+14,1,P_NzI2Mzg4MDBfMTM4MzMwMDY5Ni43NDY2
Card Campaign,1/12/2014 18:15,-1900,Kgalagadi Fillin100749    Hukuntsi      BW,DEDUCT,4.01266E+12,0,P_NzI3NTUyODRfMTM4Mjc3ODIyNC43ODA3
Card Campaign,1/12/2014 18:17,-6400,Linga Longa     102922    Gaborone      BW,DEDUCT,2.84013E+14,0,P_NzIyODQwNjlfMTM4OTM2MzI4MC4yMTIx
Card Campaign,1/12/2014 18:19,-5000,NO MATHATA                GABORONE      BW,DEDUCT,3.04013E+14,1,P_NzUyNDIyNjZfMTM4NzUzODkwMC41Njc4
Card Campaign,1/12/2014 18:20,-10000,THAMAGA ATM               BWS           BW,DEDUCT,3.84013E+14,1,P_NzQ0OTE5NjVfMTM4NzU0OTg0My44MzM=
Card Campaign,1/12/2014 18:34,-11000,Lebitha Holding 101295    Mochudi       BW,DEDUCT,4.01267E+12,0,P_NzI3NzU4OTRfMTM4OTE4ODM1NC4yODcx
Card Campaign,1/12/2014 18:37,-2510,276229 CHOPPIES MOCHUDI   BOTSWANA      BW,DEDUCT,4.01253E+12,0,P_NzI5MzE2NTVfMTM4MDk2NDg4Ny44MzI0
Card Campaign,1/12/2014 18:42,-10000,SELEBI PHIKWE 1           GABORONE      BW,DEDUCT,4.64013E+14,1,P_NzI3NzAyNDhfMTM3OTMyMzgzMi4zOTAy
Card Campaign,1/12/2014 18:48,-4560,462704 BROADHURST SPAR    BOTSWANA      BW,DEDUCT,8.40125E+13,0,P_NzY1Mjk3OTZfMTM4MTQ5NDE5NC45NDE=
Card Campaign,1/12/2014 18:50,-20000,DENMED HOUSE              GABERONE      BW,DEDUCT,3.04013E+14,1,P_NzU3Njg4MjhfMTM4MzEyNjkxNS41OTY5
Card Campaign,1/12/2014 18:57,-10000,GAME CITY                 GABORONE      BW,DEDUCT,3.04013E+14,1,P_NzI4NzUwNTZfMTM3OTkzNDcxOS44Mjkz
Card Campaign,1/12/2014 18:57,-5300,Ok Bar & Bottle 101075    Bobonong      BW,DEDUCT,4.01268E+12,0,P_NzUxMzA0NjBfMTM3OTU3NTcwOC4xNDg4
Card Campaign,1/12/2014 19:10,-30000,F'TOWN GAME               FRANCISTOWN   BW,DEDUCT,3.84013E+14,1,P_NzIxNDg2MDRfMTM4NjY2ODQ5MC44NDUx
Card Campaign,1/12/2014 19:15,-2490,360064 CHICKEN LICKEN PAL BOTSWANA      BW,DEDUCT,1.64013E+14,0,P_NzI5OTQ5NDRfMTM4NDE2MjA2Ny45NjUy
Card Campaign,1/12/2014 19:16,-2200,763694 HIGHWAY RESTAURANT BOTSWANA      BW,DEDUCT,4.01255E+12,0,P_NzYzMzIwNzdfMTM4MzU1NzcwMy42NDk=
Card Campaign,1/12/2014 19:16,-5000,*GHANZI                   GHANZI        BW,DEDUCT,3.04013E+14,1,P_NzI0NDUwNDRfMTM4Njg0MzU5NS4zNTc3
Card Campaign,1/12/2014 19:21,-10000,DINOS SHOPPERS            BOTSWANA      BW,DEDUCT,3.84013E+14,1,P_NzIxNTIzODdfMTM4MzEyNzE3MC4xMzg0
Card Campaign,1/12/2014 19:25,-10000,BROADHURST NO 2           BROADHURST    BW,DEDUCT,3.84013E+14,1,P_NzI3NjQ1MTdfMTM4OTI1NTcxMy40OTMz
Card Campaign,1/12/2014 19:26,-5000,MOLAPO CROSSING ATM       GABORONE      BW,DEDUCT,4.64013E+14,1,P_NzIxNjQ0OThfMTM4MTkzMDk4NS42Mzgz
Card Campaign,1/12/2014 19:30,-6000,118785 ENGEN              BOTSWANA      BW,DEDUCT,8.40126E+13,0,P_NzI5OTQ5NDRfMTM4NDE2MjA2Ny45NjUy
Card Campaign,1/12/2014 19:53,-1590,438746 CHOPPIES STATION   BOTSWANA      BW,DEDUCT,2.84013E+14,0,P_NzY0NTIxNTZfMTM4OTI1NTU3NS4wMDQ=
Card Campaign,1/12/2014 19:58,-7494,736765 ONE FILLING STATIO BOTSWANA      BW,DEDUCT,2.84013E+14,0,P_NzUxOTQxNzZfMTM4MjM0NTM2NS4wODEy
Card Campaign,1/12/2014 20:00,-5000,MAUN BRANCH               MAUN          BW,DEDUCT,3.04013E+14,1,P_Nzc0OTg0MTZfMTM4MTMzMzc0My42MTM0
Card Campaign,1/12/2014 20:05,-10000,EASY PLAN RAILWAY         GABORONE      BW,DEDUCT,3.04013E+14,1,P_Nzc0MDM2NjVfMTM3OTA2NzA4MC44Nzk5
Card Campaign,1/12/2014 20:06,-7940,462423 MOGODITSHANE SPAR  BOTSWANA      BW,DEDUCT,4.01258E+12,0,P_NzUwOTUwMjlfMTM3Nzg1MDY0MC4zODY1
Card Campaign,1/12/2014 20:07,-2385,633122 SHOPPERS MAUN      BOTSWANA      BW,DEDUCT,1.64013E+14,0,P_NzI4MDc2NTdfMTM4MTM5NzY3NC44NjIx
Card Campaign,1/12/2014 20:24,-10000,LETLHAKANE 1              GABORONE      BW,DEDUCT,5.84013E+14,1,P_NzIyODU1MjJfMTM4Mjc5MzEzNS42ODc5
Card Campaign,1/12/2014 20:26,-10000,GOLD VALLEY COMPLEX       BOTSWANA      BW,DEDUCT,4.64013E+14,1,P_NzY5ODczODFfMTM4Nzg5NjEwMi4zNzg2
Card Campaign,1/12/2014 20:27,-20000,MOLEPOLOLE AGENCY         GABORONE      BW,DEDUCT,5.84013E+14,1,P_Nzc1MDU2OTBfMTM4MzgxMjMwMS44MTM5
Card Campaign,1/12/2014 20:37,-10000,RIVER WALK CENTRE         GABORONE      BW,DEDUCT,3.04013E+14,1,P_NzUzNjY5NzdfMTM4NjI1MDM4Ny43MDI5
Card Campaign,1/12/2014 20:39,-3575,687406 CHOPPIES GAME CITY BOTSWANA      BW,DEDUCT,4.0126E+12,0,P_NzI2NDMwNzhfMTM4NzYxMDY3Mi4yMzMz
Card Campaign,1/12/2014 20:46,-10000,RIVERWALK PLAZA           JOHANNESBURG  BW,DEDUCT,3.04013E+14,1,P_NzIxNDIyMzdfMTM4NTAzNzA1Mi40NDg4
Card Campaign,1/12/2014 20:49,-10000,CHOPPIES                  JOHANNESBURG  BW,DEDUCT,5.84013E+14,1,P_NzI5MjQ5MjBfMTM4Njg1ODA1MC45MjUy
Card Campaign,1/12/2014 20:49,-5215,507490 CHOPPIES LETLHAKAN BOTSWANA      BW,DEDUCT,1.64013E+14,0,P_NzQ0NDE1NTlfMTM4Nzg2OTUyOS41MDY3
Card Campaign,1/12/2014 20:50,-5000,JWANENG PICK              JOHANNESBURG  BW,DEDUCT,3.04013E+14,1,P_NzY0Njk1MDFfMTM4MDIwNjg2Ny4yNTQz
Card Campaign,1/12/2014 20:50,-2700,783497 MAFENYATLALA SUPER BOTSWANA      BW,DEDUCT,1.64013E+14,0,P_NzIxNjk1NTJfMTM4MDcwNjU3Mi4zNzAy
Card Campaign,1/12/2014 20:54,-30000,DINOS SHOPPERS            BOTSWANA      BW,DEDUCT,3.04013E+14,1,P_NzI5NjY5NDlfMTM4MTc1MDM1MS4zODg2
Card Campaign,1/12/2014 20:55,-100000,DINOS SHOPPERS            BOTSWANA      BW,DEDUCT,5.84013E+14,1,P_NzI5NjY5NDlfMTM4MTc1MDM1MS4zODg2
Card Campaign,1/12/2014 21:00,-8000,KWENA MALL                GABORONE      BW,DEDUCT,3.04013E+14,1,P_NzUzMjc1MjhfMTM3ODIyMzM2Ni43NzY5
Card Campaign,1/12/2014 21:00,-10000,MAHALAPYE BRANCH          BOTSWANA      BW,DEDUCT,4.64013E+14,1,P_NzIzNzYyMzNfMTM4NTcxMzk5MS40NDI2
Card Campaign,1/12/2014 21:01,-10000,MAHALAPYE BRANCH          BOTSWANA      BW,DEDUCT,3.04013E+14,1,P_NzIzNzYyMzNfMTM4NTcxMzk5MS40NDI2
Card Campaign,1/12/2014 21:06,-5800,783497 MAFENYATLALA SUPER BOTSWANA      BW,DEDUCT,2.84013E+14,0,P_NzI4MDY2MzBfMTM4Mjc3NTgyNC40Mzc1
Card Campaign,1/12/2014 21:10,-15640,383512 CHOPPIES BONNINGTO BOTSWANA      BW,DEDUCT,4.01262E+12,0,P_NzUyMjg5MDFfMTM3ODAxOTIxOC44ODcy
Card Campaign,1/12/2014 21:10,-10000,462506 OK FOODS-LOBATSE   BOTSWANA      BW,DEDUCT,2.84013E+14,0,P_NzY1NTkxMDBfMTM3NjAzOTYxNC4yNA==
Card Campaign,1/12/2014 21:26,-2000,KWENA MALL                GABORONE      BW,DEDUCT,3.84013E+14,1,P_NzUzMjc1MjhfMTM3ODIyMzM2Ni43NzY5
Card Campaign,1/12/2014 21:29,-13490,926617 NANDOS PALAPYE     BOTSWANA      BW,DEDUCT,4.01263E+12,0,P_NzIyMjgxNzZfMTM4NTAyOTI5NC41OTc=
Card Campaign,1/12/2014 21:35,-5630,495290 PAYLESS            BOTSWANA      BW,DEDUCT,2.84013E+14,0,P_NzI3NjA0MDBfMTM4NzM3NDc3Mi44Nzk=
Card Campaign,1/12/2014 21:38,-5000,ATM CENTRE BRANCH ATM     BOTSWANA      BW,DEDUCT,3.04013E+14,1,P_NzI3MzE2MTZfMTM3NjY2MjQxMC4zODgy
Card Campaign,1/12/2014 21:39,-20000,390780 KAYS SERVICE STATI BOTSWANA      BW,DEDUCT,8.40126E+13,0,P_NzIxMTI2NzBfMTM3OTk0MjI5NC41Mjk0
Card Campaign,1/12/2014 21:41,-5000,MAUN BRANCH               MAUN          BW,DEDUCT,3.04013E+14,1,P_NzYzNTg0NjJfMTM3NzI0NjA4My40NDg2
Card Campaign,1/12/2014 21:43,-10000,783497 MAFENYATLALA SUPER BOTSWANA      BW,DEDUCT,1.64013E+14,0,P_NzQzMjA1MTlfMTM4Nzg3Njk5NC41NjQ5
Card Campaign,1/12/2014 21:44,-20000,PALM GROVE ATM            GABORONE      BW,DEDUCT,4.64013E+14,1,P_NzI1MDYwNDhfMTM4NzA5NzE0OC4zODE4
Card Campaign,1/12/2014 21:45,-10000,CHOPPIES GABANE ROAD      BOT           BW,DEDUCT,4.64013E+14,1,P_NzI3OTkzNzNfMTM4MzEzMDc0Ni44NDAx
Card Campaign,1/12/2014 21:46,-10000,MOCHUDI SPAR ATM          MOCHUDI       BW,DEDUCT,3.04013E+14,1,P_NzQ4NzY3NzBfMTM4OTI2MzIxNi45NTk2
Card Campaign,1/12/2014 21:54,-30000,DINOS SHOPPERS            BOTSWANA      BW,DEDUCT,4.64013E+14,1,P_NzI3NTQ5MTdfMTM4NjA3NjAzNi45MTkz
Card Campaign,1/12/2014 21:55,-20000,ENGEN TSOLAMOSESI         GABORONE      BW,DEDUCT,5.84013E+14,1,P_NzUwNDg3ODdfMTM4MjUyMDA3Mi44MjM4
Card Campaign,1/12/2014 21:59,-10000,KFC ATM                   JOHANNESBURG  BW,DEDUCT,5.84013E+14,1,P_NzI3NDUxNDRfMTM4NDM1MDQ5NC4yMTUx
Card Campaign,1/12/2014 21:59,-10000,FRIENDLY GROCER           JOHANNESBURG  BW,DEDUCT,3.84013E+14,1,P_NzI2MzM3OTFfMTM4NjIzODI2My45MjAy
Card Campaign,1/12/2014 22:00,-10000,JWANENG BRANCH            BOTSWANA      BW,DEDUCT,4.64013E+14,1,P_Nzc0OTg4MThfMTM4MTMyODQ1Ni43MTU4
Card Campaign,1/12/2014 22:05,-10000,CHOPPIES GABANE ROAD      BOT           BW,DEDUCT,5.84013E+14,1,P_NzQzNTQzODFfMTM4NzM2Njg5NS4xODAy
Card Campaign,1/12/2014 22:08,-2695,921568 MOCHUDI SPAR       BOTSWANA      BW,DEDUCT,1.64013E+14,0,P_NzQ4NzY3NzBfMTM4OTI2MzIxNi45NTk2
Card Campaign,1/12/2014 22:13,-2585,730842 SPAR GANTSI        BOTSWANA      BW,DEDUCT,4.01266E+12,0,P_NzI5OTU5NDBfMTM4NzA5MDEzMS4zMTM5
Card Campaign,1/12/2014 22:17,-6000,MAUN ATM                  MAUN          BW,DEDUCT,3.04013E+14,1,P_NzUwNDMxMjZfMTM3OTU4NDc0My43MDMx
Card Campaign,1/12/2014 22:31,-17000,ORAPA LETLHAKANE          ORAPA         BW,DEDUCT,4.64013E+14,1,P_NzQ0NDA4NzBfMTM4MjUxMzczOC4wMTU0
Card Campaign,1/12/2014 22:32,-7780,732908 BOITUMELO DIJO (PT BOTSWANA      BW,DEDUCT,8.40127E+13,0,P_NzIxOTIyNDhfMTM4OTM2NTAwMi42MzAz
Card Campaign,1/12/2014 22:37,-9000,563667 ENGEN TRUCK STOP   BOTSWANA      BW,DEDUCT,8.40127E+13,0,P_NzIxMDg3MDZfMTM4NDYwMTc1NS4yNjIy
Card Campaign,1/12/2014 22:45,-10000,HEMAMO                    GABORONE      BW,DEDUCT,5.84013E+14,1,P_NzY1NTAxNDZfMTM4ODM5MjU4My4xMTQ3
Card Campaign,1/12/2014 22:49,-5000,MARKUS CALTEX FILLING     BW            BW,DEDUCT,3.04013E+14,1,P_NzUwMjQxMDVfMTM4NjA2NTk0MC4zNjI1
Card Campaign,1/12/2014 22:54,-10000,SHELL MAHALAPYE           MAHALAPY      BW,DEDUCT,4.64013E+14,1,P_Nzc1NzMxMTdfMTM4NzM2OTE5OS4zNzI5
Card Campaign,1/12/2014 22:55,-20000,SHELL FRANCISTOWN         FRA           BW,DEDUCT,3.04013E+14,1,P_NzI3NDM4OTZfMTM3Nzc2MjAxMS44MTEx
Card Campaign,1/12/2014 23:08,-5007,425180 BP PALM GROVE      BOTSWANA      BW,DEDUCT,4.01269E+12,0,P_NzIzOTcwMDFfMTM4NjU3Mjg0NS4xODky
Card Campaign,1/12/2014 23:25,-24000,746301 UNITED CAFE 3      BOTSWANA      BW,DEDUCT,4.0127E+12,0,P_NzI2NjIyNjZfMTM4NjM0MzY2My4zODk1
Card Campaign,1/12/2014 23:25,24000,746301 UNITED CAFE 3      BOTSWANA      BW,REVERSAL,4.0127E+12,0,P_NzI2NjIyNjZfMTM4NjM0MzY2My4zODk1
Card Campaign,1/12/2014 23:26,-24000,746301 UNITED CAFE 3      BOTSWANA      BW,DEDUCT,2.84013E+14,0,P_NzI2NjIyNjZfMTM4NjM0MzY2My4zODk1
Card Campaign,1/12/2014 23:40,-10000,PALAPYE BRANCH 2          PAL           BW,DEDUCT,3.84013E+14,1,P_NzI5OTQ5NDRfMTM4NDE2MjA2Ny45NjUy
Card Campaign,1/13/2014 0:40,-2000,CHOPPIES GABANE ROAD      BOT           BW,DEDUCT,4.64013E+14,1,P_NzIxMDYyMTJfMTM4MTE0MTQ5MC4zODA2
Card Campaign,1/13/2014 1:14,-10000,ENGEN TSOLAMOSESI         GABORONE      BW,DEDUCT,3.84013E+14,1,P_NzUwNDg3ODdfMTM4MjUyMDA3Mi44MjM4
Card Campaign,1/13/2014 1:15,-20000,SEBELE MALL               BOTSWANA      BW,DEDUCT,4.64013E+14,1,P_NzUwNTIzMzNfMTM4ODQ5MDEzMy4wNjg3
Card Campaign,1/13/2014 1:30,-10000,MAUN BRANCH               MAUN BRANCH   BW,DEDUCT,3.04013E+14,1,P_NzI0NDkyMDRfMTM4NjA1ODUxOC40Nzcz
Card Campaign,1/13/2014 1:31,-10000,MAUN BRANCH               MAUN BRANCH   BW,DEDUCT,3.04013E+14,1,P_NzI0NDkyMDRfMTM4NjA1ODUxOC40Nzcz
Card Campaign,1/13/2014 1:38,-5000,SOUTH RING                JOHANNESBURG  BW,DEDUCT,4.64013E+14,1,P_NzI3NTg0NTdfMTM4NjY2NDExNy4zODAy
